origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
EWR,2013,7,7,10,89.06,71.06,55.46,240.0,9.20624,,0.0,1016.9,10.0,2013-07-07 10:00:00
EWR,2013,7,7,11,89.96,71.96,55.58,210.0,6.90468,,0.0,1016.2,10.0,2013-07-07 11:00:00
EWR,2013,7,7,12,91.94,71.06,50.67,220.0,8.05546,,0.0,1015.8,10.0,2013-07-07 12:00:00
EWR,2013,7,7,13,93.92,68.0,42.91,240.0,12.65858,17.2617,0.0,1015.4,10.0,2013-07-07 13:00:00
EWR,2013,7,7,14,95.0,69.98,44.42,250.0,14.960139999999999,20.71404,0.0,1014.6,10.0,2013-07-07 14:00:00
EWR,2013,7,7,15,93.92,71.06,47.64,250.0,13.80936,24.16638,0.0,1014.0,10.0,2013-07-07 15:00:00
EWR,2013,7,7,16,93.92,69.98,45.92,230.0,17.2617,21.86482,0.0,1013.4,10.0,2013-07-07 16:00:00
EWR,2013,7,7,17,93.92,69.98,45.92,240.0,17.2617,23.0156,0.0,1013.4,10.0,2013-07-07 17:00:00
EWR,2013,7,7,18,91.94,69.98,48.84,250.0,17.2617,,0.0,1013.7,10.0,2013-07-07 18:00:00
EWR,2013,7,7,19,91.04,69.08,48.71,260.0,13.80936,,0.0,1013.9,10.0,2013-07-07 19:00:00
EWR,2013,7,7,20,89.6,71.6,55.53,240.0,14.960139999999999,,0.0,,10.0,2013-07-07 20:00:00
EWR,2013,7,7,21,82.4,66.2,60.49,250.0,8.05546,,0.0,,10.0,2013-07-07 21:00:00
EWR,2013,7,7,22,80.96,66.92,62.4,260.0,16.11092,19.56326,0.0,1014.9,10.0,2013-07-07 22:00:00
EWR,2013,7,7,23,78.98,66.92,66.58,240.0,9.20624,,0.0,1015.6,10.0,2013-07-07 23:00:00
EWR,2013,7,8,0,77.0,66.92,71.08,250.0,10.35702,,0.0,1015.5,10.0,2013-07-08 00:00:00
EWR,2013,7,8,1,75.92,66.92,73.68,240.0,11.5078,,0.0,1015.9,10.0,2013-07-08 01:00:00
EWR,2013,7,8,2,75.02,66.02,73.59,240.0,11.5078,,0.0,1015.5,10.0,2013-07-08 02:00:00
EWR,2013,7,8,3,73.94,66.92,78.72,260.0,11.5078,,0.0,1015.4,10.0,2013-07-08 03:00:00
EWR,2013,7,8,4,73.04,66.92,81.14,250.0,10.35702,,0.0,1015.9,10.0,2013-07-08 04:00:00
EWR,2013,7,8,5,73.04,66.92,81.14,240.0,8.05546,,0.0,1016.3,10.0,2013-07-08 05:00:00
EWR,2013,7,8,6,73.04,66.92,81.14,240.0,6.90468,,0.0,1016.8,10.0,2013-07-08 06:00:00
EWR,2013,7,8,7,75.92,68.0,76.48,240.0,9.20624,,0.0,1017.0,10.0,2013-07-08 07:00:00
EWR,2013,7,8,8,80.06,68.0,66.7,280.0,9.20624,,0.0,1017.2,10.0,2013-07-08 08:00:00
EWR,2013,7,8,9,82.04,69.08,64.9,240.0,9.20624,,0.0,1016.8,10.0,2013-07-08 09:00:00
EWR,2013,7,8,10,84.92,66.92,54.9,,4.60312,,0.0,1016.7,10.0,2013-07-08 10:00:00
EWR,2013,7,8,11,87.08,66.92,51.24,240.0,6.90468,,0.0,1016.8,10.0,2013-07-08 11:00:00
EWR,2013,7,8,12,87.98,66.92,49.79,270.0,10.35702,,0.0,1016.6,10.0,2013-07-08 12:00:00
EWR,2013,7,8,13,89.06,66.02,46.64,290.0,11.5078,17.2617,0.0,1016.3,10.0,2013-07-08 13:00:00
EWR,2013,7,8,14,91.04,66.02,43.83,280.0,11.5078,24.16638,0.0,1015.6,10.0,2013-07-08 14:00:00
EWR,2013,7,8,15,91.04,64.94,42.21,250.0,13.80936,20.71404,0.0,1015.3,10.0,2013-07-08 15:00:00
EWR,2013,7,8,16,89.06,64.94,44.92,240.0,12.65858,,0.0,1015.0,10.0,2013-07-08 16:00:00
EWR,2013,7,8,17,87.98,64.94,46.48,250.0,10.35702,,0.0,1014.6,10.0,2013-07-08 17:00:00
EWR,2013,7,8,18,87.08,66.02,49.66,240.0,13.80936,,0.0,1014.7,10.0,2013-07-08 18:00:00
EWR,2013,7,8,19,86.0,64.94,49.51,240.0,12.65858,23.0156,0.0,1015.6,10.0,2013-07-08 19:00:00
EWR,2013,7,8,20,82.94,66.92,58.51,240.0,12.65858,,0.0,1016.3,10.0,2013-07-08 20:00:00
EWR,2013,7,8,21,80.96,62.96,54.35,230.0,11.5078,,0.0,1017.2,10.0,2013-07-08 21:00:00
EWR,2013,7,8,22,78.98,64.04,60.23,220.0,9.20624,,0.0,1017.2,10.0,2013-07-08 22:00:00
EWR,2013,7,8,23,78.08,64.94,64.03,230.0,10.35702,,0.0,1017.3,10.0,2013-07-08 23:00:00
EWR,2013,7,9,0,77.0,66.02,68.9,250.0,8.05546,,0.0,1017.2,10.0,2013-07-09 00:00:00
EWR,2013,7,9,1,75.92,66.02,71.42,240.0,10.35702,,0.0,1017.3,10.0,2013-07-09 01:00:00
EWR,2013,7,9,2,75.02,66.02,73.59,240.0,6.90468,,0.0,1017.1,10.0,2013-07-09 02:00:00
EWR,2013,7,9,3,73.94,66.92,78.72,230.0,5.7539,,0.0,1017.1,10.0,2013-07-09 03:00:00
EWR,2013,7,9,4,73.94,66.92,78.72,230.0,5.7539,,0.0,1017.4,10.0,2013-07-09 04:00:00
EWR,2013,7,9,5,73.04,66.92,81.14,0.0,0.0,,0.0,1017.6,10.0,2013-07-09 05:00:00
EWR,2013,7,9,6,75.02,69.08,81.79,220.0,5.7539,,0.0,1017.9,9.0,2013-07-09 06:00:00
EWR,2013,7,9,7,78.08,68.0,71.19,250.0,5.7539,,0.0,1018.2,10.0,2013-07-09 07:00:00
EWR,2013,7,9,8,80.06,69.08,69.23,250.0,3.45234,,0.0,1018.3,10.0,2013-07-09 08:00:00
EWR,2013,7,9,9,84.02,69.08,60.87,280.0,3.45234,,0.0,1017.9,10.0,2013-07-09 09:00:00
EWR,2013,7,9,10,86.0,68.0,55.04,240.0,9.20624,,0.0,1017.8,10.0,2013-07-09 10:00:00
EWR,2013,7,9,11,89.06,66.02,46.64,260.0,9.20624,,0.0,1017.5,10.0,2013-07-09 11:00:00
EWR,2013,7,9,12,89.06,64.94,44.92,270.0,10.35702,,0.0,1017.2,10.0,2013-07-09 12:00:00
EWR,2013,7,9,13,91.04,66.02,43.83,220.0,11.5078,21.86482,0.0,1016.9,10.0,2013-07-09 13:00:00
EWR,2013,7,9,14,89.96,68.0,48.55,220.0,13.80936,,0.0,1016.4,10.0,2013-07-09 14:00:00
EWR,2013,7,9,15,91.04,66.92,45.22,250.0,14.960139999999999,23.0156,0.0,1015.9,10.0,2013-07-09 15:00:00
EWR,2013,7,9,16,89.06,69.08,51.83,240.0,13.80936,18.41248,0.0,1015.8,10.0,2013-07-09 16:00:00
EWR,2013,7,9,17,89.06,66.02,46.64,250.0,14.960139999999999,,0.0,1015.5,10.0,2013-07-09 17:00:00
EWR,2013,7,9,18,87.98,66.02,48.26,260.0,11.5078,,0.0,1015.4,10.0,2013-07-09 18:00:00
EWR,2013,7,9,19,87.8,68.0,55.04,240.0,10.35702,,0.0,,10.0,2013-07-09 19:00:00
EWR,2013,7,9,20,77.0,69.98,78.96,260.0,8.05546,,0.0,1015.9,10.0,2013-07-09 20:00:00
EWR,2013,7,9,21,78.08,69.08,73.88,240.0,5.7539,,0.0,1016.6,10.0,2013-07-09 21:00:00
EWR,2013,7,9,22,78.08,69.08,73.88,230.0,8.05546,,0.0,1016.6,10.0,2013-07-09 22:00:00
EWR,2013,7,9,23,78.98,69.08,71.72,280.0,4.60312,,0.0,1016.7,10.0,2013-07-09 23:00:00
EWR,2013,7,10,0,77.0,71.06,81.92,170.0,6.90468,,0.0,1016.1,10.0,2013-07-10 00:00:00
EWR,2013,7,10,1,75.92,71.06,84.92,200.0,4.60312,,0.0,1015.6,10.0,2013-07-10 01:00:00
EWR,2013,7,10,2,75.02,71.06,87.5,0.0,0.0,,0.0,1015.1,7.0,2013-07-10 02:00:00
EWR,2013,7,10,3,75.92,71.06,84.92,160.0,3.45234,,0.0,1014.8,9.0,2013-07-10 03:00:00
EWR,2013,7,10,4,75.92,71.06,84.92,180.0,4.60312,,0.0,1014.6,8.0,2013-07-10 04:00:00
EWR,2013,7,10,5,75.92,71.06,84.92,0.0,0.0,,0.0,1014.8,9.0,2013-07-10 05:00:00
EWR,2013,7,10,6,75.92,71.96,87.55,210.0,3.45234,,0.0,1014.6,8.0,2013-07-10 06:00:00
EWR,2013,7,10,7,77.0,73.04,87.6,210.0,9.20624,,0.0,,9.0,2013-07-10 07:00:00
EWR,2013,7,10,8,80.06,73.94,83.55,,4.60312,,0.0,,8.0,2013-07-10 08:00:00
EWR,2013,7,10,9,80.06,73.94,81.63,200.0,10.35702,,0.0,1013.9,7.0,2013-07-10 09:00:00
EWR,2013,7,10,10,82.4,73.4,74.28,230.0,13.80936,,0.0,,9.0,2013-07-10 10:00:00
EWR,2013,7,10,11,84.2,73.4,70.08,240.0,10.35702,,0.0,,9.0,2013-07-10 11:00:00
EWR,2013,7,10,12,84.02,73.04,69.64,220.0,13.80936,20.71404,0.0,1012.4,10.0,2013-07-10 12:00:00
EWR,2013,7,10,13,86.0,73.04,65.35,230.0,19.56326,,0.0,1011.5,9.0,2013-07-10 13:00:00
EWR,2013,7,10,14,87.08,69.98,56.92,230.0,18.41248,29.920279999999998,0.0,1010.9,10.0,2013-07-10 14:00:00
EWR,2013,7,10,15,89.96,69.98,51.96,230.0,16.11092,,0.0,1010.5,10.0,2013-07-10 15:00:00
EWR,2013,7,10,16,89.06,69.98,53.46,230.0,13.80936,,0.0,1009.8,10.0,2013-07-10 16:00:00
EWR,2013,7,10,17,87.98,68.0,51.68,240.0,12.65858,,0.0,1009.4,10.0,2013-07-10 17:00:00
EWR,2013,7,10,18,87.98,68.0,51.68,230.0,14.960139999999999,23.0156,0.0,1009.9,10.0,2013-07-10 18:00:00
EWR,2013,7,10,19,86.0,69.08,57.12,250.0,13.80936,18.41248,0.0,1010.3,10.0,2013-07-10 19:00:00
EWR,2013,7,10,20,84.92,69.98,60.98,220.0,10.35702,,0.0,1010.1,10.0,2013-07-10 20:00:00
EWR,2013,7,10,21,84.92,69.98,60.98,230.0,10.35702,,0.0,1010.8,10.0,2013-07-10 21:00:00
EWR,2013,7,10,22,84.02,71.06,65.13,230.0,9.20624,,0.0,1010.4,10.0,2013-07-10 22:00:00
EWR,2013,7,10,23,82.94,71.96,69.53,240.0,13.80936,,0.0,1009.9,10.0,2013-07-10 23:00:00
EWR,2013,7,11,0,82.04,71.96,71.59,230.0,11.5078,,0.0,1009.4,10.0,2013-07-11 00:00:00
EWR,2013,7,11,1,80.96,73.04,76.9,230.0,8.05546,,0.0,1009.3,10.0,2013-07-11 01:00:00
EWR,2013,7,11,2,80.06,73.04,79.2,220.0,10.35702,,0.0,1009.6,10.0,2013-07-11 02:00:00
EWR,2013,7,11,3,80.06,73.04,79.2,210.0,6.90468,,0.0,1009.4,10.0,2013-07-11 03:00:00
EWR,2013,7,11,4,80.06,71.96,76.36,200.0,6.90468,,0.0,1009.1,10.0,2013-07-11 04:00:00
EWR,2013,7,11,5,78.98,71.6,78.62,210.0,9.20624,,0.0,,10.0,2013-07-11 05:00:00
EWR,2013,7,11,6,80.06,71.06,74.07,240.0,11.5078,,0.0,1010.2,10.0,2013-07-11 06:00:00
EWR,2013,7,11,7,78.98,71.6,78.62,230.0,10.35702,,0.0,,10.0,2013-07-11 07:00:00
EWR,2013,7,11,8,80.06,71.06,74.07,250.0,12.65858,,0.0,1010.9,10.0,2013-07-11 08:00:00
EWR,2013,7,11,9,78.98,71.06,76.74,260.0,11.5078,,0.0,1011.2,10.0,2013-07-11 09:00:00
EWR,2013,7,11,10,78.98,66.02,64.54,330.0,11.5078,,0.0,1011.4,10.0,2013-07-11 10:00:00
EWR,2013,7,11,11,80.96,64.94,58.25,300.0,10.35702,19.56326,0.0,1011.2,10.0,2013-07-11 11:00:00
EWR,2013,7,11,12,80.96,66.02,60.49,310.0,6.90468,,0.0,1011.5,10.0,2013-07-11 12:00:00
EWR,2013,7,11,13,82.94,66.02,56.72,350.0,9.20624,,0.0,1011.1,10.0,2013-07-11 13:00:00
EWR,2013,7,11,14,84.92,66.02,53.21,300.0,8.05546,,0.0,1010.9,10.0,2013-07-11 14:00:00
EWR,2013,7,11,15,87.08,64.94,47.83,310.0,6.90468,,0.0,1010.5,10.0,2013-07-11 15:00:00
EWR,2013,7,11,16,87.08,66.02,49.66,300.0,6.90468,17.2617,0.0,1010.5,10.0,2013-07-11 16:00:00
EWR,2013,7,11,17,86.0,62.96,46.19,300.0,9.20624,17.2617,0.0,1010.7,10.0,2013-07-11 17:00:00
EWR,2013,7,11,18,86.0,62.06,44.75,330.0,12.65858,18.41248,0.0,1011.3,10.0,2013-07-11 18:00:00
EWR,2013,7,11,19,84.02,60.98,45.9,330.0,10.35702,,0.0,1011.8,10.0,2013-07-11 19:00:00
EWR,2013,7,11,20,82.04,60.98,48.93,340.0,11.5078,,0.0,1012.2,10.0,2013-07-11 20:00:00
EWR,2013,7,11,21,80.06,62.96,55.97,10.0,11.5078,,0.0,1012.9,10.0,2013-07-11 21:00:00
EWR,2013,7,11,22,78.08,64.94,64.03,20.0,9.20624,,0.0,1013.0,10.0,2013-07-11 22:00:00
EWR,2013,7,11,23,77.0,62.96,61.91,20.0,8.05546,,0.0,1013.1,10.0,2013-07-11 23:00:00
EWR,2013,7,12,0,75.02,62.96,66.13,20.0,8.05546,,0.0,1013.3,10.0,2013-07-12 00:00:00
EWR,2013,7,12,1,75.92,60.98,59.84,30.0,10.35702,19.56326,0.0,1013.3,10.0,2013-07-12 01:00:00
EWR,2013,7,12,2,73.94,60.98,63.94,20.0,11.5078,,0.0,1013.5,10.0,2013-07-12 02:00:00
EWR,2013,7,12,3,73.94,62.06,66.43,10.0,11.5078,,0.0,1014.0,10.0,2013-07-12 03:00:00
EWR,2013,7,12,4,73.04,62.06,68.47,20.0,11.5078,,0.0,1014.4,10.0,2013-07-12 04:00:00
EWR,2013,7,12,5,73.04,62.06,68.47,10.0,12.65858,,0.0,1014.8,10.0,2013-07-12 05:00:00
EWR,2013,7,12,6,73.04,62.96,70.68,20.0,13.80936,,0.0,1015.4,10.0,2013-07-12 06:00:00
EWR,2013,7,12,7,73.04,62.96,70.68,20.0,12.65858,,0.0,1015.6,10.0,2013-07-12 07:00:00
EWR,2013,7,12,8,75.02,64.04,68.69,30.0,11.5078,,0.0,1016.1,10.0,2013-07-12 08:00:00
EWR,2013,7,12,9,78.08,64.04,62.05,50.0,13.80936,,0.0,1016.3,10.0,2013-07-12 09:00:00
EWR,2013,7,12,10,78.08,64.04,62.05,40.0,14.960139999999999,20.71404,0.0,1016.5,10.0,2013-07-12 10:00:00
EWR,2013,7,12,11,78.8,64.94,64.03,40.0,14.960139999999999,,0.0,,10.0,2013-07-12 11:00:00
EWR,2013,7,12,12,77.0,66.02,68.9,30.0,12.65858,,0.0,1017.0,10.0,2013-07-12 12:00:00
EWR,2013,7,12,13,77.0,66.02,68.9,50.0,11.5078,,0.0,1017.0,10.0,2013-07-12 13:00:00
EWR,2013,7,12,14,75.92,66.92,73.68,30.0,14.960139999999999,,0.0,1017.0,9.0,2013-07-12 14:00:00
EWR,2013,7,12,15,75.92,66.92,73.68,50.0,13.80936,19.56326,0.0,1016.7,8.0,2013-07-12 15:00:00
EWR,2013,7,12,16,75.92,66.92,73.68,30.0,14.960139999999999,,0.0,,10.0,2013-07-12 16:00:00
EWR,2013,7,12,17,75.2,69.08,84.8,130.0,9.20624,,0.0,,8.0,2013-07-12 17:00:00
EWR,2013,7,12,18,73.4,71.6,94.1,100.0,5.7539,,0.03,,2.5,2013-07-12 18:00:00
EWR,2013,7,12,19,73.4,69.98,90.14,80.0,8.05546,,0.03,,4.0,2013-07-12 19:00:00
EWR,2013,7,12,20,71.6,69.8,94.06,60.0,13.80936,24.16638,0.03,,3.0,2013-07-12 20:00:00
EWR,2013,7,12,21,71.06,66.92,86.77,50.0,14.960139999999999,23.0156,0.0,1018.5,5.0,2013-07-12 21:00:00
EWR,2013,7,12,22,71.6,68.0,88.43,60.0,14.960139999999999,,0.01,,6.0,2013-07-12 22:00:00
EWR,2013,7,12,23,69.98,66.92,90.02,50.0,10.35702,,0.0,1019.1,10.0,2013-07-12 23:00:00
EWR,2013,7,13,0,69.98,68.0,94.01,60.0,9.20624,,0.0,,10.0,2013-07-13 00:00:00
EWR,2013,7,13,1,69.98,68.0,93.44,40.0,9.20624,,0.0,1019.7,8.0,2013-07-13 01:00:00
EWR,2013,7,13,2,69.08,68.0,96.36,30.0,9.20624,,0.01,1019.5,6.0,2013-07-13 02:00:00
EWR,2013,7,13,3,69.98,69.8,100.0,50.0,8.05546,,0.0,,5.0,2013-07-13 03:00:00
EWR,2013,7,13,4,71.06,69.98,96.39,0.0,0.0,,0.01,1020.5,5.0,2013-07-13 04:00:00
EWR,2013,7,13,5,71.06,69.98,96.39,50.0,5.7539,,0.0,1020.8,5.0,2013-07-13 05:00:00
EWR,2013,7,13,6,71.96,69.98,93.49,30.0,6.90468,,0.0,1021.6,5.0,2013-07-13 06:00:00
EWR,2013,7,13,7,71.96,71.06,96.99,50.0,4.60312,,0.0,1022.3,5.0,2013-07-13 07:00:00
EWR,2013,7,13,8,73.04,71.06,93.52,40.0,6.90468,,0.0,1023.1,4.0,2013-07-13 08:00:00
EWR,2013,7,13,9,73.94,71.96,94.1,40.0,5.7539,,0.0,,9.0,2013-07-13 09:00:00
EWR,2013,7,13,10,77.0,73.4,88.67,30.0,5.7539,,0.0,,9.0,2013-07-13 10:00:00
EWR,2013,7,13,11,78.08,73.94,87.12,50.0,4.60312,,0.0,1023.5,9.0,2013-07-13 11:00:00
EWR,2013,7,13,12,80.96,71.96,74.15,,4.60312,,0.0,1023.6,10.0,2013-07-13 12:00:00
EWR,2013,7,13,13,82.94,71.96,69.53,70.0,8.05546,,0.0,1023.3,10.0,2013-07-13 13:00:00
EWR,2013,7,13,14,78.8,73.94,90.29,110.0,8.05546,,0.35,,2.0,2013-07-13 14:00:00
EWR,2013,7,13,15,78.08,75.2,94.19,60.0,5.7539,,0.34,,5.0,2013-07-13 15:00:00
EWR,2013,7,13,16,78.98,75.02,87.7,80.0,3.45234,,0.0,1023.7,7.0,2013-07-13 16:00:00
EWR,2013,7,13,17,78.08,75.02,90.33,70.0,5.7539,,0.02,1023.9,8.0,2013-07-13 17:00:00
EWR,2013,7,13,18,78.98,73.94,84.58,,4.60312,,0.0,1024.2,8.0,2013-07-13 18:00:00
EWR,2013,7,13,19,78.8,73.94,87.12,70.0,3.45234,,0.0,,10.0,2013-07-13 19:00:00
EWR,2013,7,13,20,77.0,73.94,90.29,150.0,5.7539,,0.0,1024.7,10.0,2013-07-13 20:00:00
EWR,2013,7,13,21,75.92,73.4,94.14,90.0,3.45234,,0.0,,10.0,2013-07-13 21:00:00
EWR,2013,7,13,22,75.92,73.94,93.59,80.0,3.45234,,0.0,1025.2,10.0,2013-07-13 22:00:00
EWR,2013,7,13,23,75.92,73.04,90.8,0.0,0.0,,0.0,1025.1,10.0,2013-07-13 23:00:00
EWR,2013,7,14,0,75.92,73.94,93.59,0.0,0.0,,0.0,1025.5,10.0,2013-07-14 00:00:00
EWR,2013,7,14,1,77.0,73.94,90.29,320.0,3.45234,,0.0,1025.6,9.0,2013-07-14 01:00:00
EWR,2013,7,14,2,77.0,73.94,90.29,0.0,0.0,,0.0,1025.9,9.0,2013-07-14 02:00:00
EWR,2013,7,14,3,77.0,73.94,90.29,340.0,3.45234,,0.0,,10.0,2013-07-14 03:00:00
EWR,2013,7,14,4,77.0,73.94,90.29,0.0,0.0,,0.0,,9.0,2013-07-14 04:00:00
EWR,2013,7,14,5,77.0,73.94,90.29,170.0,3.45234,,0.0,,9.0,2013-07-14 05:00:00
EWR,2013,7,14,6,77.0,73.94,90.29,200.0,6.90468,,0.0,,10.0,2013-07-14 06:00:00
EWR,2013,7,14,7,78.08,75.2,94.19,210.0,5.7539,,0.0,,9.0,2013-07-14 07:00:00
EWR,2013,7,14,8,80.96,73.94,79.27,260.0,10.35702,,0.0,1027.1,10.0,2013-07-14 08:00:00
EWR,2013,7,14,9,82.94,73.94,74.33,270.0,9.20624,,0.0,1026.7,10.0,2013-07-14 09:00:00
EWR,2013,7,14,10,84.2,73.4,70.08,,10.35702,,0.0,,10.0,2013-07-14 10:00:00
EWR,2013,7,14,11,87.08,73.04,63.14,250.0,11.5078,,0.0,1026.3,10.0,2013-07-14 11:00:00
EWR,2013,7,14,12,89.96,71.96,55.58,280.0,11.5078,,0.0,1025.8,10.0,2013-07-14 12:00:00
EWR,2013,7,14,13,89.96,71.06,53.91,240.0,6.90468,,0.0,1025.5,10.0,2013-07-14 13:00:00
EWR,2013,7,14,14,91.04,71.06,52.11,250.0,9.20624,,0.0,1025.2,10.0,2013-07-14 14:00:00
EWR,2013,7,14,15,91.94,69.08,47.36,250.0,11.5078,20.71404,0.0,1024.6,10.0,2013-07-14 15:00:00
EWR,2013,7,14,16,91.04,69.98,50.23,230.0,12.65858,18.41248,0.0,1024.2,10.0,2013-07-14 16:00:00
EWR,2013,7,14,17,89.96,69.08,50.39,250.0,8.05546,,0.0,1023.8,10.0,2013-07-14 17:00:00
EWR,2013,7,14,18,89.96,69.08,50.39,230.0,13.80936,,0.0,1023.9,10.0,2013-07-14 18:00:00
EWR,2013,7,14,19,89.06,68.0,49.95,240.0,12.65858,,0.0,1023.7,10.0,2013-07-14 19:00:00
EWR,2013,7,14,20,87.08,66.92,51.24,240.0,8.05546,,0.0,1023.9,10.0,2013-07-14 20:00:00
EWR,2013,7,14,21,86.0,69.08,57.12,230.0,6.90468,,0.0,1024.2,10.0,2013-07-14 21:00:00
EWR,2013,7,14,22,84.02,69.98,62.77,220.0,6.90468,,0.0,1024.3,10.0,2013-07-14 22:00:00
EWR,2013,7,14,23,82.94,71.06,67.44,230.0,8.05546,,0.0,1024.1,10.0,2013-07-14 23:00:00
EWR,2013,7,15,0,80.96,71.06,71.92,240.0,8.05546,,0.0,1024.2,10.0,2013-07-15 00:00:00
EWR,2013,7,15,1,80.96,69.98,69.32,250.0,9.20624,,0.0,1023.8,10.0,2013-07-15 01:00:00
EWR,2013,7,15,2,78.98,69.98,73.97,240.0,10.35702,,0.0,1023.9,10.0,2013-07-15 02:00:00
EWR,2013,7,15,3,78.08,69.98,76.19,250.0,8.05546,,0.0,1023.9,10.0,2013-07-15 03:00:00
EWR,2013,7,15,4,78.08,71.06,79.05,250.0,10.35702,,0.0,1023.7,10.0,2013-07-15 04:00:00
EWR,2013,7,15,5,78.08,71.06,79.05,260.0,8.05546,,0.0,1023.9,10.0,2013-07-15 05:00:00
EWR,2013,7,15,6,78.98,71.96,79.12,220.0,3.45234,,0.0,1024.2,10.0,2013-07-15 06:00:00
EWR,2013,7,15,7,82.94,71.96,69.53,260.0,4.60312,,0.0,1024.1,10.0,2013-07-15 07:00:00
EWR,2013,7,15,8,86.0,71.06,61.12,280.0,9.20624,,0.0,1024.0,10.0,2013-07-15 08:00:00
EWR,2013,7,15,9,89.06,71.96,57.18,280.0,8.05546,,0.0,1023.5,10.0,2013-07-15 09:00:00
EWR,2013,7,15,10,91.04,71.06,52.11,310.0,8.05546,,0.0,1023.1,10.0,2013-07-15 10:00:00
EWR,2013,7,15,11,93.02,71.96,50.51,300.0,8.05546,,0.0,1022.7,10.0,2013-07-15 11:00:00
EWR,2013,7,15,12,93.92,71.06,47.64,320.0,12.65858,19.56326,0.0,1022.2,10.0,2013-07-15 12:00:00
EWR,2013,7,15,13,91.94,71.06,50.67,340.0,9.20624,18.41248,0.0,1021.6,10.0,2013-07-15 13:00:00
EWR,2013,7,15,14,93.92,69.98,45.92,330.0,10.35702,17.2617,0.0,1021.3,10.0,2013-07-15 14:00:00
EWR,2013,7,15,15,96.98,68.0,39.05,310.0,12.65858,20.71404,0.0,1020.8,10.0,2013-07-15 15:00:00
EWR,2013,7,15,16,95.0,69.08,43.07,340.0,14.960139999999999,24.16638,0.0,1020.4,10.0,2013-07-15 16:00:00
EWR,2013,7,15,17,93.92,69.08,44.53,350.0,16.11092,21.86482,0.0,1020.2,10.0,2013-07-15 17:00:00
EWR,2013,7,15,18,93.92,66.92,41.34,300.0,13.80936,23.0156,0.0,1020.1,10.0,2013-07-15 18:00:00
EWR,2013,7,15,19,91.94,66.92,43.96,320.0,11.5078,,0.0,1020.2,10.0,2013-07-15 19:00:00
EWR,2013,7,15,20,91.04,68.0,46.93,320.0,9.20624,,0.0,1020.4,10.0,2013-07-15 20:00:00
EWR,2013,7,15,21,89.96,69.08,50.39,340.0,9.20624,,0.0,1020.8,10.0,2013-07-15 21:00:00
EWR,2013,7,15,22,89.06,69.08,51.83,330.0,6.90468,,0.0,1021.0,10.0,2013-07-15 22:00:00
EWR,2013,7,15,23,87.08,69.98,56.92,330.0,5.7539,,0.0,1021.1,10.0,2013-07-15 23:00:00
EWR,2013,7,16,0,82.04,69.08,64.9,10.0,6.90468,,0.0,1021.1,10.0,2013-07-16 00:00:00
EWR,2013,7,16,1,84.02,69.08,60.87,320.0,6.90468,,0.0,1021.1,10.0,2013-07-16 01:00:00
EWR,2013,7,16,2,82.94,68.0,60.74,330.0,9.20624,,0.0,1020.9,10.0,2013-07-16 02:00:00
EWR,2013,7,16,3,80.96,68.0,64.77,340.0,10.35702,,0.0,1021.0,10.0,2013-07-16 03:00:00
EWR,2013,7,16,4,80.06,68.0,66.7,340.0,5.7539,,0.0,1021.2,10.0,2013-07-16 04:00:00
EWR,2013,7,16,5,80.06,66.02,62.29,340.0,11.5078,,0.0,1021.8,10.0,2013-07-16 05:00:00
EWR,2013,7,16,6,80.06,66.02,62.29,10.0,10.35702,,0.0,1022.1,10.0,2013-07-16 06:00:00
EWR,2013,7,16,7,82.04,66.02,58.4,360.0,13.80936,,0.0,1022.4,10.0,2013-07-16 07:00:00
EWR,2013,7,16,8,84.92,66.02,53.21,10.0,14.960139999999999,,0.0,1022.5,10.0,2013-07-16 08:00:00
EWR,2013,7,16,9,87.98,66.02,48.26,350.0,12.65858,,0.0,1022.4,10.0,2013-07-16 09:00:00
EWR,2013,7,16,10,89.96,64.94,43.67,360.0,9.20624,,0.0,1022.1,10.0,2013-07-16 10:00:00
EWR,2013,7,16,11,91.94,64.94,41.04,330.0,13.80936,23.0156,0.0,1021.9,10.0,2013-07-16 11:00:00
EWR,2013,7,16,12,93.02,62.96,37.02,360.0,12.65858,,0.0,1021.5,10.0,2013-07-16 12:00:00
EWR,2013,7,16,13,93.02,64.04,38.45,340.0,10.35702,17.2617,0.0,1021.1,10.0,2013-07-16 13:00:00
EWR,2013,7,16,14,93.92,62.96,36.01,360.0,10.35702,21.86482,0.0,1020.8,10.0,2013-07-16 14:00:00
EWR,2013,7,16,15,93.92,62.06,34.88,20.0,14.960139999999999,20.71404,0.0,1020.6,10.0,2013-07-16 15:00:00
EWR,2013,7,16,16,93.92,62.96,36.01,20.0,11.5078,,0.0,1020.3,10.0,2013-07-16 16:00:00
EWR,2013,7,16,17,89.96,64.04,42.31,20.0,11.5078,,0.0,1020.1,10.0,2013-07-16 17:00:00
EWR,2013,7,16,18,91.04,64.04,40.9,20.0,10.35702,,0.0,1020.1,10.0,2013-07-16 18:00:00
EWR,2013,7,16,19,89.06,62.96,41.91,30.0,11.5078,,0.0,1020.6,10.0,2013-07-16 19:00:00
EWR,2013,7,16,20,87.08,64.04,46.35,30.0,9.20624,,0.0,1020.7,10.0,2013-07-16 20:00:00
